"codigo","mpio","year","rural","urbana"
"25839","Ubalá",2022,6316,2037
"25841","Ubaque",2022,5886,1693
"25843","Villa de San Diego de Ubate",2022,10736,39573
"25845","Une",2022,3346,4559
"25851","Útica",2022,1883,2872
"25862","Vergara",2022,5900,1786
"25867","Vianí",2022,3071,1934
"25871","Villagómez",2022,1177,781
"25873","Villapinzón",2022,11323,8445
"25875","Villeta",2022,8976,22262
"25878","Viotá",2022,9255,5628
"25885","Yacopí",2022,9466,4008
"25898","Zipacón",2022,3655,1731
"25899","Zipaquirá",2022,24518,132465
"27000","Chocó",2022,311254,242265
"27001","Quibdó",2022,19032,113886
"27006","Acandí",2022,7884,6501
"27025","Alto Baudó",2022,25490,3261
"27050","Atrato",2022,3381,2927
"27073","Bagadó",2022,9053,2391
"27075","Bahía Solano",2022,4197,6246
"27077","Bajo Baudó",2022,24279,6680
"27099","Bojayá",2022,11514,1011
"27135","El Cantón del San Pablo",2022,3482,2906
"27150","Carmen del Darién",2022,17701,2124
"27160","Cértegui",2022,2503,3350
"27205","Condoto",2022,2827,9738
"27245","El Carmen de Atrato",2022,5880,2463
"27250","El Litoral del San Juan",2022,21663,1597
"27361","Istmina",2022,8657,22641
"27372","Juradó",2022,4507,2445
"27413","Lloró",2022,6722,3349
"27425","Medio Atrato",2022,10265,842
"27430","Medio Baudó",2022,13759,2178
"27450","Medio San Juan",2022,8378,2623
"27491","Nóvita",2022,5762,3488
"27495","Nuquí",2022,15544,1367
"27580","Río Iró",2022,4142,1540
"27600","Río Quito",2022,6313,2272
"27615","Riosucio",2022,41326,14800
"27660","San José del Palmar",2022,3858,1182
"27745","Sipí",2022,2551,720
"27787","Tadó",2022,7416,10783
"27800","Unguía",2022,9059,3968
"27810","Unión Panamericana",2022,4109,2986
"41000","Huila",2022,454085,686847
"41001","Neiva",2022,24501,345817
"41006","Acevedo",2022,21057,4656
"41013","Agrado",2022,3267,5815
"41016","Aipe",2022,5855,10963
"41020","Algeciras",2022,11897,11044
"41026","Altamira",2022,1987,2452
"41078","Baraya",2022,4475,3928
"41132","Campoalegre",2022,7729,24136
"41244","Elías",2022,2920,1451
"41298","Garzón",2022,35466,39887
"41306","Gigante",2022,15184,9943
"41319","Guadalupe",2022,13111,5491
"41349","Hobo",2022,1762,5745
"41357","Iquira",2022,6866,2631
"41359","Isnos",2022,19864,6277
"41378","La Argentina",2022,8401,4977
"41396","La Plata",2022,37104,26300
"41483","Nátaga",2022,3982,2698
"41503","Oporapa",2022,9769,2347
"41518","Paicol",2022,3999,2833
"41524","Palermo",2022,14510,12812
"41530","Palestina",2022,9847,1735
"41548","Pital",2022,9185,4968
"41551","Pitalito",2022,54539,76203
"41615","Rivera",2022,13464,12080
"41660","Saladoblanco",2022,8899,1839
"41668","San Agustín",2022,22961,11320
"41676","Santa María",2022,8132,2500
"41770","Suaza",2022,18591,4511
"41791","Tarqui",2022,12451,5565
"41797","Tesalia",2022,5652,5450
"41799","Tello",2022,6713,5278
"41801","Teruel",2022,3892,4333
"41807","Timaná",2022,14610,7818
"41872","Villavieja",2022,4968,2389
"41885","Yaguará",2022,1348,6603
"44000","La Guajira",2022,503707,498687
"44001","Riohacha",2022,55816,153672
"44035","Albania",2022,13729,19765
"44078","Barrancas",2022,20323,19478
"44090","Dibulla",2022,37082,6581
"44098","Distracción",2022,7464,7324
"44110","El Molino",2022,436,7742
"44279","Fonseca",2022,4991,41241
"44378","Hatonuevo",2022,8198,14675
"44420","La Jagua del Pilar",2022,1341,2638
"44430","Maicao",2022,67662,124423
"44560","Manaure",2022,84000,12991
"44650","San Juan del Cesar",2022,14829,36634
"44847","Uribia",2022,185179,12148
"44855","Urumita",2022,1140,10548
"44874","Villanueva",2022,1517,28827
"47000","Magdalena",2022,458618,1004809
"47001","Santa Marta",2022,57319,495072
"47030","Algarrobo",2022,6264,10950
"47053","Aracataca",2022,17521,25024
"47058","Ariguaní",2022,12226,20375
"47161","Cerro San Antonio",2022,4703,5490
"47170","Chibolo",2022,9211,14775
"47189","Ciénaga",2022,14736,112758
"47205","Concordia",2022,7142,4372
"47245","El Banco",2022,28540,42944
"47258","El Piñón",2022,16994,7705
"47268","El Retén",2022,4802,16789
"47288","Fundación",2022,11197,61083
"47318","Guamal",2022,20140,8486
"47460","Nueva Granada",2022,13111,8596
"47541","Pedraza",2022,6542,2984
"47545","Pijiño del Carmen",2022,7208,6030
"47551","Pivijay",2022,17061,22901
"47555","Plato",2022,15736,49905
"47570","Puebloviejo",2022,22786,10225
"47605","Remolino",2022,4407,7825
"47660","Sabanas de San Ángel",2022,12433,4719
"47675","Salamina",2022,3963,7619
"47692","San Sebastián de Buenavista",2022,15017,6204
"47703","San Zenón",2022,11454,1303
"47707","Santa Ana",2022,11969,14768
"47720","Santa Bárbara de Pinto",2022,4500,7084
"47745","Sitionuevo",2022,14827,15078
"47798","Tenerife",2022,7247,6599
"47960","Zapayán",2022,6853,4031
"47980","Zona Bananera",2022,72709,3115
"50000","Meta",2022,258729,821977
"50001","Villavicencio",2022,44263,509910
"50006","Acacías",2022,22629,70694
"50110","Barranca de Upía",2022,1913,4771
"50124","Cabuyaro",2022,3167,3124
"50150","Castilla La Nueva",2022,9627,6538
"50223","Cubarral",2022,2457,4725
"50226","Cumaral",2022,8146,15422
"50245","El Calvario",2022,1075,604
"50251","El Castillo",2022,4676,2851
"50270","El Dorado",2022,2589,1446
"50287","Fuente de Oro",2022,5405,7182
"50313","Granada",2022,11629,60096
"50318","Guamal",2022,4810,9887
"50325","Mapiripán",2022,4775,2496
"50330","Mesetas",2022,6160,4438
"50350","La Macarena",2022,23778,4730
"50370","Uribe",2022,7481,2153
"50400","Lejanías",2022,6604,4737
"50450","Puerto Concordia",2022,5199,3508
"50568","Puerto Gaitán",2022,22388,21926
"50573","Puerto López",2022,12099,18700
"50577","Puerto Lleras",2022,6478,4042
"50590","Puerto Rico",2022,6459,6622
"50606","Restrepo",2022,6373,12585
"50680","San Carlos de Guaroa",2022,6434,6650
"50683","San Juan de Arama",2022,4525,4482
"50686","San Juanito",2022,570,693
"50689","San Martín",2022,7468,19457
"50711","Vistahermosa",2022,9552,7508
"52000","Nariño",2022,914334,714847
"52001","Pasto",2022,87276,305733
"52019","Albán",2022,6640,2688
"52022","Aldana",2022,5811,1556
"52036","Ancuyá",2022,6519,2091
"52051","Arboleda",2022,7271,1156
"52079","Barbacoas",2022,44244,12342
"52083","Belén",2022,3057,3249
"52110","Buesaco",2022,17329,6606
"52203","Colón",2022,7226,1097
"52207","Consacá",2022,11603,2147
"52210","Contadero",2022,5932,1310
"52215","Córdoba",2022,12410,3080
"52224","Cuaspud",2022,6493,2715
"52227","Cumbal",2022,30235,6837
"52233","Cumbitara",2022,4140,1633
"52240","Chachagüí",2022,10891,4425
"52250","El Charco",2022,15201,7373
"52254","El Peñol",2022,6081,1369
"52256","El Rosario",2022,10290,1782
"52258","El Tablón de Gómez",2022,12698,1575
"52260","El Tambo",2022,8646,5175
"52287","Funes",2022,4055,3086
"52317","Guachucal",2022,16379,2977
"52320","Guaitarilla",2022,7005,4330
"52323","Gualmatán",2022,4057,2989
"52352","Iles",2022,5508,2131
"52354","Imués",2022,6442,1010
"52356","Ipiales",2022,38813,77123
"52378","La Cruz",2022,10654,8005
"52381","La Florida",2022,7931,1989
"52385","La Llanada",2022,3323,3153
"52390","La Tola",2022,4556,2912
"52399","La Unión",2022,19070,12708
"52405","Leiva",2022,6584,2995
"52411","Linares",2022,7826,2195
"52418","Los Andes",2022,4908,4368
"52427","Magüi",2022,17984,7586
"52435","Mallama",2022,7719,1235
"52473","Mosquera",2022,6750,5845
"52480","Nariño",2022,1708,2642
"52490","Olaya Herrera",2022,14388,10844
"52506","Ospina",2022,5036,1963
"52520","Francisco Pizarro",2022,8698,5472
"52540","Policarpa",2022,7176,2611
"52560","Potosí",2022,7970,2097
"52565","Providencia",2022,4058,1500
"52573","Puerres",2022,4927,3445
"52585","Pupiales",2022,11050,6184
"52612","Ricaurte",2022,17674,2404
"52621","Roberto Payán",2022,9315,3393
"52678","Samaniego",2022,18317,9449
"52683","Sandoná",2022,9698,10089
"52685","San Bernardo",2022,6586,2593
"52687","San Lorenzo",2022,16221,2194
"52693","San Pablo",2022,10865,3941
"52694","San Pedro de Cartago",2022,6000,826
"52696","Santa Bárbara",2022,9700,3553
"52699","Santacruz",2022,9555,1531
"52720","Sapuyes",2022,5839,1399
"52786","Taminango",2022,13899,3998
"52788","Tangua",2022,10570,2763
"52835","San Andrés de Tumaco",2022,170524,86802
"52838","Túquerres",2022,27368,17246
"52885","Yacuanquer",2022,7635,3332
"54000","Norte de Santander",2022,339517,1311761
"54001","Cúcuta",2022,28550,763436
"54003","Ábrego",2022,16428,18146
"54051","Arboledas",2022,7756,2490
"54099","Bochalema",2022,5615,3399
"54109","Bucarasica",2022,6105,634
"54125","Cácota",2022,1935,1034
"54128","Cachirá",2022,9375,2035
"54172","Chinácota",2022,6758,12461
"54174","Chitagá",2022,7755,4874
"54206","Convención",2022,11872,8147
"54223","Cucutilla",2022,6937,1699
"54239","Durania",2022,2474,2429
"54245","El Carmen",2022,11820,2489
"54250","El Tarra",2022,12504,9842
"54261","El Zulia",2022,11492,18463
"54313","Gramalote",2022,5126,2714
"54344","Hacarí",2022,9192,1612
"54347","Herrán",2022,6059,1406
"54377","Labateca",2022,4881,1818
"54385","La Esperanza",2022,10608,2002
"54398","La Playa",2022,7145,1010
"54405","Los Patios",2022,2384,96697
"54418","Lourdes",2022,2210,2060
"54480","Mutiscua",2022,3698,919
"54498","Ocaña",2022,13140,118644
"54518","Pamplona",2022,3882,51048
"54520","Pamplonita",2022,4622,1281
"54553","Puerto Santander",2022,592,8847
"54599","Ragonvalia",2022,3280,3179
"54660","Salazar",2022,6659,4272
"54670","San Calixto",2022,10024,2381
"54673","San Cayetano",2022,5311,2628
"54680","Santiago",2022,1748,1989
"54720","Sardinata",2022,16597,10715
"54743","Silos",2022,5655,1015
"54800","Teorama",2022,14974,3034
"54810","Tibú",2022,37416,22429
"54820","Toledo",2022,10715,5919
"54871","Villa Caro",2022,2945,2458
"54874","Villa del Rosario",2022,3278,110106
"63000","Quindío",2022,67675,501894
"63001","Armenia",2022,7771,304780
"63111","Buenavista",2022,1919,1289
"63130","Calarcá",2022,16593,60210
"63190","Circasia",2022,7181,22621
"63212","Córdoba",2022,2295,3589
"63272","Filandia",2022,5407,7163
"63302","Génova",2022,3205,4431
"63401","La Tebaida",2022,3298,32394
"63470","Montenegro",2022,6553,31916
"63548","Pijao",2022,2200,3051
"63594","Quimbaya",2022,5692,26239
"63690","Salento",2022,5561,4211
"66000","Risaralda",2022,194936,782893
"66001","Pereira",2022,76303,409070
"66045","Apía",2022,6592,5840
"66075","Balboa",2022,4705,1701
"66088","Belén de Umbría",2022,11703,13432
"66170","Dosquebradas",2022,10072,217624
"66318","Guática",2022,8273,4046
"66383","La Celia",2022,4436,3118
"66400","La Virginia",2022,619,27846
"66440","Marsella",2022,7757,9248
"66456","Mistrató",2022,13039,4516
"66572","Pueblo Rico",2022,13390,3344
"66594","Quinchía",2022,19558,8188
"66682","Santa Rosa de Cabal",2022,12564,68196
"66687","Santuario",2022,5925,6724
"68000","Santander",2022,530562,1793528
"68001","Bucaramanga",2022,10020,608947
"68013","Aguada",2022,1525,377
"68020","Albania",2022,3672,746
"68051","Aratoca",2022,5920,2726
"68077","Barbosa",2022,7991,25282
"68079","Barichara",2022,7525,3493
"68081","Barrancabermeja",2022,26759,187930
"68092","Betulia",2022,4663,1512
"68101","Bolívar",2022,9368,1818
"68121","Cabrera",2022,1589,470
"68132","California",2022,1228,1046
"68147","Capitanejo",2022,1929,3653
"68152","Carcasí",2022,3627,712
"68160","Cepitá",2022,1461,602
"68162","Cerrito",2022,3385,3678
"68167","Charalá",2022,4793,7710
"68169","Charta",2022,2126,816
"68176","Chima",2022,1999,921
"68179","Chipatá",2022,4407,782
"68190","Cimitarra",2022,18953,16103
"68207","Concepción",2022,2874,2991
"68209","Confines",2022,2537,819
"68211","Contratación",2022,851,2918
"68217","Coromoro",2022,4225,893
"68229","Curití",2022,8372,5163
"68235","El Carmen de Chucurí",2022,18477,3753
"68245","El Guacamayo",2022,1357,767
"68250","El Peñón",2022,4712,898
"68255","El Playón",2022,6562,7740
"68264","Encino",2022,2002,630
"68266","Enciso",2022,2524,986
"68271","Florián",2022,4263,1431
"68276","Floridablanca",2022,12182,301563
"68296","Galán",2022,2034,911
"68298","Gámbita",2022,3301,787
"68307","Girón",2022,19143,156027
"68318","Guaca",2022,4283,1737
"68320","Guadalupe",2022,2731,1821
"68322","Guapotá",2022,1700,758
"68324","Guavatá",2022,3110,1160
"68327","Güepsa",2022,2047,3362
"68344","Hato",2022,1660,755
"68368","Jesús María",2022,2586,816
"68370","Jordán",2022,1217,144
"68377","La Belleza",2022,4348,1946
"68385","Landázuri",2022,7139,3648
"68397","La Paz",2022,4111,898
"68406","Lebrija",2022,19291,25717
"68418","Los Santos",2022,12934,2134
"68425","Macaravita",2022,1798,346
"68432","Málaga",2022,2879,19200
"68444","Matanza",2022,3548,1582
"68464","Mogotes",2022,6307,4540
"68468","Molagavita",2022,3442,741
"68498","Ocamonte",2022,4912,1007
"68500","Oiba",2022,6060,5325
"68502","Onzaga",2022,2795,1364
"68522","Palmar",2022,906,527
"68524","Palmas del Socorro",2022,1787,888
"68533","Páramo",2022,3483,1478
"68547","Piedecuesta",2022,32181,154254
"68549","Pinchote",2022,4185,1301
"68572","Puente Nacional",2022,9112,6011
"68573","Puerto Parra",2022,5179,2990
"68575","Puerto Wilches",2022,16969,17880
"68615","Rionegro",2022,20254,7317
"68655","Sabana de Torres",2022,10683,24529
"68669","San Andrés",2022,5363,3395
"68673","San Benito",2022,2654,374
"68679","San Gil",2022,7725,53079
"68682","San Joaquín",2022,1357,892
"68684","San José de Miranda",2022,3355,1015
"68686","San Miguel",2022,1803,722
"68689","San Vicente de Chucurí",2022,20718,13506
"68705","Santa Bárbara",2022,2148,346
"68720","Santa Helena del Opón",2022,2576,899
"68745","Simacota",2022,7845,2573
"68755","Socorro",2022,5837,28430
"68770","Suaita",2022,7888,2461
"68773","Sucre",2022,6454,743
"68780","Suratá",2022,3025,1037
"68820","Tona",2022,7085,780
"68855","Valle de San José",2022,3759,2696
"68861","Vélez",2022,11217,14476
"68867","Vetas",2022,1433,776
"68872","Villanueva",2022,3133,4999
"68895","Zapatoca",2022,3194,6552
"70000","Sucre",2022,372849,599501
"70001","Sincelejo",2022,35936,265190
"70110","Buenavista",2022,2406,8826
"70124","Caimito",2022,12555,3864
"70204","Colosó",2022,5142,3801
"70215","Corozal",2022,18100,54482
"70221","Coveñas",2022,8221,11771
"70230","Chalán",2022,1754,2961
"70233","El Roble",2022,6169,4525
"70235","Galeras",2022,11197,12608
"70265","Guaranda",2022,11633,7422
"70400","La Unión",2022,7083,6228
"70418","Los Palmitos",2022,12889,11573
"70429","Majagual",2022,28570,10663
"70473","Morroa",2022,6627,9618
"70508","Ovejas",2022,12246,11757
"70523","Palmito",2022,10339,5084
"70670","Sampués",2022,25302,24708
"70678","San Benito Abad",2022,24547,5948
"70702","San Juan de Betulia",2022,7365,7169
"70708","San Marcos",2022,28318,33726
"70713","San Onofre",2022,32671,19675
"70717","San Pedro",2022,7071,12604
"70742","San Luis de Sincé",2022,9117,23558
"70771","Sucre",2022,24483,7077
"70820","Santiago de Tolú",2022,6955,27988
"70823","Tolú Viejo",2022,16153,6675
"73000","Tolima",2022,417851,929084
"73001","Ibagué",2022,38842,505107
"73024","Alpujarra",2022,2437,2044
"73026","Alvarado",2022,5378,3381
"73030","Ambalema",2022,1354,5240
"73043","Anzoátegui",2022,8514,1543
"73055","Armero",2022,4434,7665
"73067","Ataco",2022,14182,5032
"73124","Cajamarca",2022,8896,9639
"73148","Carmen de Apicalá",2022,2561,7942
"73152","Casabianca",2022,4607,1722
"73168","Chaparral",2022,21617,29388
"73200","Coello",2022,6763,1601
"73217","Coyaima",2022,18476,4128
"73226","Cunday",2022,5964,2450
"73236","Dolores",2022,4777,3449
"73268","Espinal",2022,19669,51714
"73270","Falan",2022,5580,1843
"73275","Flandes",2022,3817,24949
"73283","Fresno",2022,15229,16120
"73319","Guamo",2022,16005,16933
"73347","Herveo",2022,5004,2246
"73349","Honda",2022,1280,23386
"73352","Icononzo",2022,8212,3741
"73408","Lérida",2022,4676,14035
"73411","Líbano",2022,12850,23564
"73443","San Sebastián de Mariquita",2022,10001,28534
"73449","Melgar",2022,6925,30955
"73461","Murillo",2022,2366,1798
"73483","Natagaima",2022,6691,8055
"73504","Ortega",2022,27096,7398
"73520","Palocabildo",2022,6707,3159
"73547","Piedras",2022,4420,2376
"73555","Planadas",2022,18849,7081
"73563","Prado",2022,4613,3845
"73585","Purificación",2022,10093,13564
"73616","Rioblanco",2022,18728,4004
"73622","Roncesvalles",2022,3577,1930
"73624","Rovira",2022,11205,10395
"73671","Saldaña",2022,5889,8657
"73675","San Antonio",2022,8247,4387
"73678","San Luis",2022,9611,3908
"73686","Santa Isabel",2022,3504,2198
"73770","Suárez",2022,2199,1592
"73854","Valle de San Juan",2022,3197,2190
"73861","Venadillo",2022,3980,8807
"73870","Villahermosa",2022,5792,3441
"73873","Villarrica",2022,3037,1948
"76000","Valle del Cauca",2022,660913,3928365
"76001","Cali",2022,46598,2234309
"76020","Alcalá",2022,3712,10765
"76036","Andalucía",2022,4880,17998
"76041","Ansermanuevo",2022,6826,10707
"76054","Argelia",2022,2370,2872
"76100","Bolívar",2022,11181,4730
"76109","Buenaventura",2022,72668,243075
"76111","Guadalajara de Buga",2022,19058,111506
"76113","Bugalagrande",2022,11736,13036
"76122","Caicedonia",2022,4878,24001
"76126","Calima",2022,6574,11921
"76130","Candelaria",2022,69781,25632
"76147","Cartago",2022,4617,134409
"76233","Dagua",2022,37725,11906
"76243","El Águila",2022,6157,2513
"76246","El Cairo",2022,3360,3228
"76248","El Cerrito",2022,20827,37024
"76250","El Dovio",2022,3180,5544
"76275","Florida",2022,17428,41261
"76306","Ginebra",2022,12509,10831
"76318","Guacarí",2022,12755,21245
"76364","Jamundí",2022,36775,132505
"76377","La Cumbre",2022,13469,3247
"76400","La Unión",2022,6841,28092
"76403","La Victoria",2022,2845,9171
"76497","Obando",2022,2907,9286
"76520","Palmira",2022,74298,284508
"76563","Pradera",2022,6069,42701
"76606","Restrepo",2022,5066,10430
"76616","Riofrío",2022,8057,7600
"76622","Roldanillo",2022,8673,28575
"76670","San Pedro",2022,9359,8061
"76736","Sevilla",2022,9752,31918
"76823","Toro",2022,4385,10185
"76828","Trujillo",2022,9918,9302
"76834","Tuluá",2022,40497,181107
"76845","Ulloa",2022,2882,2567
"76863","Versalles",2022,2845,4192
"76869","Vijes",2022,4742,8304
"76890","Yotoco",2022,7712,8688
"76892","Yumbo",2022,14892,96582
"76895","Zarzal",2022,10109,32831
"81000","Arauca",2022,106284,198694
"81001","Arauca",2022,14181,86184
"81065","Arauquita",2022,42387,15883
"81220","Cravo Norte",2022,1279,3015
"81300","Fortul",2022,9450,11433
"81591","Puerto Rondón",2022,1681,3417
"81736","Saravena",2022,16116,49198
"81794","Tame",2022,21190,29564
"85000","Casanare",2022,124065,318003
"85001","Yopal",2022,25035,155478
"85010","Aguazul",2022,10164,28443
"85015","Chámeza",2022,1054,1622
"85125","Hato Corozal",2022,6624,5674
"85136","La Salina",2022,696,694
"85139","Maní",2022,5749,11988
"85162","Monterrey",2022,5209,13083
"85225","Nunchía",2022,6662,2188
"85230","Orocué",2022,6953,5898
"85250","Paz de Ariporo",2022,11935,25998
"85263","Pore",2022,4929,7319
"85279","Recetor",2022,1456,369
"85300","Sabanalarga",2022,1787,1838
"85315","Sácama",2022,987,1104
"85325","San Luis de Palenque",2022,5291,3186
"85400","Támara",2022,4973,1697
"85410","Tauramena",2022,9276,16297
"85430","Trinidad",2022,6176,7484
"85440","Villanueva",2022,9109,27643
"86000","Putumayo",2022,179563,189501
"86001","Mocoa",2022,18528,42044
"86219","Colón",2022,2128,3554
"86320","Orito",2022,18231,21579
"86568","Puerto Asís",2022,27075,41999
"86569","Puerto Caicedo",2022,9757,6691
"86571","Puerto Guzmán",2022,32367,5315
"86573","Puerto Leguízamo",2022,16449,13863
"86749","Sibundoy",2022,5405,10497
"86755","San Francisco",2022,2296,3424
"86757","San Miguel",2022,14487,5486
"86760","Santiago",2022,3939,3570
"86865","Valle del Guamuez",2022,19248,16373
"86885","Villagarzón",2022,9653,15106
"88000","San Andrés y Providencia",2022,18865,46363
"88564","Providencia",2022,2824,3587
"91000","Amazonas",2022,40708,41360
"91001","Leticia",2022,14787,37216
"91540","Puerto Nariño",2022,6561,4144
"94000","Guainía",2022,28627,23434
"94001","Inírida",2022,11529,23434
"95000","Guaviare",2022,39172,51185
"95001","San José del Guaviare",2022,17694,40512
"95015","Calamar",2022,5630,4869
"95025","El Retorno",2022,10481,3825
"95200","Miraflores",2022,5367,1979
"97000","Vaupés",2022,35066,13866
"97001","Mitú",2022,24721,11117
"97161","Carurú",2022,1849,1649
"97666","Taraira",2022,1547,1100
"99000","Vichada",2022,87721,28057
"99001","Puerto Carreño",2022,4729,16069
"99524","La Primavera",2022,3716,6130
"99624","Santa Rosalía",2022,1595,2702
"99773","Cumaribo",2022,77681,3156
